document_id,party_type,party_role,name
2026011500410002,2,BUYER,"WELLS FARGO BANK, NATIONAL ASSOCIATION"
2026010900880001,1,SELLER,3 EAST 54TH NEW YORK LLC
2026011500410002,1,SELLER,GENTING NEW YORK LLC
2026010900880001,2,BUYER,EAST 54TH STREET NY PROPERTY LLC
2026012300850017,1,SELLER,"31-08 NORTHERN BLVD OWNER, L.L.C."
2026012300850017,2,BUYER,"31-08 NORTHERN BLVD PROPERTY OWNER, L.L.C."
2025120300340015,1,SELLER,520 CLUB OWNER LLC
2025120300340015,1,SELLER,520 RETAIL OWNER LLC
2025120300340015,1,SELLER,520 FEE OWNER 2 LLC
2025120200784001,1,SELLER,"900 THIRD AVENUE, L.P."
2025120200784001,2,BUYER,NEW YORK LIFE INSURANCE COMPANY
2025112401205002,2,BUYER,97 WEST REALTY LLC
2025112401205002,1,SELLER,91 WEST LLC
2025120300340015,2,BUYER,"TCG SENIOR FUNDING, L.L.C."
2025122600459007,1,SELLER,HIGHBRIDGE RISING HOUSING DEVELOPMENT FUND CORP
2025122600459007,2,BUYER,"WEBSTER BANK, NATIONAL ASSOCIATION"
2025121700647005,1,SELLER,655 MADISON LLC
2025121700647005,2,BUYER,655 MADISON NEW DEBT LENDER LLC
2025121700041001,1,SELLER,WI/BSREP III 390 PARK LLC
2025121700041001,2,BUYER,THE BANK OF NEW YORK MELLON
2025121600613001,2,BUYER,"205 MONTAGUE PROPERTY OWNER, LLC"
2025121600613001,1,SELLER,205 MONTAGUE LLC
2025120300362001,2,BUYER,75 MAIDEN PW LLC
2025120300362001,2,BUYER,114 W 41 OWNER BH LLC
2025120300362001,1,SELLER,COLUMBIA NEW YORK 41ST STREET OFFICE PROPERTIES LL
2025120300340015,1,SELLER,520 OFFICE OWNER LLC
2025102900286007,1,SELLER,KINGSBORO SHOP 1 HOUSING DEVELOPMENT FUND
2025102900286007,1,SELLER,KINGSBORO SHOP 1 L.P.
2025102900286007,2,BUYER,NEW YORK STATE HOUSING FINANCE AGENCY
2025100200479059,1,SELLER,OHSG OWNER 2 LLC
2025100200479059,1,SELLER,"HP BSC HTC HOUSING DEVELOPMENT FUND COMPANY, INC."
2025100200479059,1,SELLER,OHSG OWNER LLC
2025100200479059,2,BUYER,FEDERAL HOME LOAN MORTGAGE CORPORATION
2025100200479059,1,SELLER,"HP BSC HOUSING DEVELOPMENT FUND COMPANY, INC."
2025100200479058,1,SELLER,"HP BSC HTC HOUSING DEVELOPMENT FUND COMPANY, INC."
2025100200479058,1,SELLER,OHSG OWNER LLC
2025100200479058,1,SELLER,"HP BSC HOUSING DEVELOPMENT FUND COMPANY, INC."
2025100200479058,1,SELLER,OHSG OWNER 2 LLC
2025101300426004,2,BUYER,HBC CREDIT INVESTMENTS LLC
2025101300426004,1,SELLER,"NEWAGE MADISON, LLC"
2025100200479058,2,BUYER,NEW YORK CITY HOUSING DEVELOPMENT CORPORATION
2025100200326004,2,BUYER,"COREBRIDGE INSTITUTIONAL INVESTMENTS (U.S.), LLC"
2025100200326004,1,SELLER,EAST 43RD NYC LLC
2025100200326002,1,SELLER,6 EAST 43RD STREET CORP.
2025100200326002,2,BUYER,EAST 43RD NYC LLC
2025091600414003,1,SELLER,"44-01 NORTHERN OWNER, LLC"
2025091600414003,2,BUYER,"BANCO INBURSA, S.A."
2025081400879001,2,BUYER,"OWS BCA FUNDING, LLC"
2025081500655001,2,BUYER,THE CITY UNIVERSITY OF NEW YORK
2025081400879001,1,SELLER,"AC MVTS OPERATOR, LLC"
2025073000677004,2,BUYER,"STARWOOD PROPERTY MORTGAGE SUB-14-A, L.L.C."
2025081400879001,1,SELLER,560 SEVENTH AVENUE OWNER PRIMARY LLC
2025073000677004,1,SELLER,"AQOZFI INWOOD, LLC"
2025081500655001,1,SELLER,569 LEXINGTON LEASEHOLD LLC
2025052200085003,1,SELLER,3920 BRONX BOULEVARD OWNER LLC
2025052200085003,1,SELLER,4305 FURMAN AVENUE OWNER LLC
2025052200085003,1,SELLER,2780 UNI AVENUE OWNER LLC
2025052200085003,1,SELLER,3155 GRAND CONCOURSE OWNER LLC
2025052200085003,1,SELLER,222 BEDFORD PARK BOULEVARD OWNER LLC
2025052200085003,1,SELLER,2160 BOLTON STREET OWNER LLC
2025052200085003,1,SELLER,3013 VALENTINE AVENUE OWNER LLC
2025052200085003,1,SELLER,250 BEDFORD PARK BOULEVARD OWNER LLC
2025052200085003,1,SELLER,2180 BOLTON STREET OWNER LLC
2025052200085003,2,BUYER,THE PRUDENTIAL INSURANCE COMPANY OF AMERICA
2025052200085003,1,SELLER,120 WEST 183RD STREET OWNER LLC
2025052200085003,1,SELLER,2575 SEDGWICK AVENUE OWNER LLC
2025052200085003,1,SELLER,275 EAST 201ST STREET OWNER LLC
2025052200085003,1,SELLER,100 EAST MOSHOLU PARKWAY OWNER LLC
2025052200085003,1,SELLER,2966 BRIGGS AVENUE OWNER LLC
2025052200085003,1,SELLER,2100-2110 BRONX PARK EAST OWNER LLC
2025052200085003,1,SELLER,2056 ANTHONY AVENUE OWNER LLC
2025052200085003,1,SELLER,19 VAN COURTLANDT AVENUE OWNER LLC
2025052200085003,1,SELLER,3565 BRUCKNER BOULEVARD OWNER LLC
2025052200085003,1,SELLER,3010 VALENTINE AVENUE OWNER LLC
2025052200085003,1,SELLER,2559 SEDGWICK AVENUE OWNER LLC
2025052200085003,1,SELLER,655 EAST 230TH STREET OWNER LLC
2025052200085003,1,SELLER,2165 BOLTON STREET OWNER LLC
2025052200085003,1,SELLER,2160 HOLLAND AVENUE OWNER LLC
2025052200085003,1,SELLER,221 EAST 201ST STREET OWNER LLC
2025052200085003,1,SELLER,33-35 EAST 208TH STREET OWNER LLC
2025052200085003,1,SELLER,316 EAST MOSHOLU PARKWAY OWNER LLC
2025052200085003,1,SELLER,55 EAST 210TH STREET OWNER LLC
2025052200085003,1,SELLER,2140 CRUGER AVENUE OWNER LLC
2025052200085003,1,SELLER,3073 BUHRE AVENUE OWNER LLC
2025052200085003,1,SELLER,210 EAST 201ST STREET OWNER LLC
2025052200085003,1,SELLER,3070 HULL AVENUE OWNER LLC
2025052200085003,1,SELLER,3001 VALENTINE AVENUE OWNER LLC
2025052200085003,1,SELLER,3881 SEDGWICK AVENUE OWNER LLC
2025052200085003,1,SELLER,3399 HULL AVENUE OWNER LLC
2025061201097005,1,SELLER,1345 FEE LLC
2025061201097005,2,BUYER,CITI REAL ESTATE FUNDING INC.
2025061201097005,2,BUYER,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
2025061201097005,2,BUYER,"MORGAN STANLEY BANK, N.A."
2025061201097005,1,SELLER,1345 LEASEHOLD LLC
2025050200454008,1,SELLER,835 6 RETAIL OWNER LLC
2025050200454008,1,SELLER,835 6 SUBTENANT LLC
2025050200454008,2,BUYER,WELLS FARGO BANK NATIONAL ASSOCIATION
2025050200454008,1,SELLER,835 6 HOTEL OWNER LLC
2025050200454008,1,SELLER,835 6 OPCO LLC
2025050200454008,1,SELLER,835 6 PARKING OWNER LLC
2025042800549001,2,BUYER,1 PROPCO LLC
2025040800259032,2,BUYER,S3 RE ASTORIA COVE I FUNDING LLC
2025040800259032,1,SELLER,KS ASTORIA HOLDINGS LLC
2025042800549001,1,SELLER,"PRINCE STREET SPE, LLC"
2025020600890001,2,BUYER,235 FEE OWNER LLC
2025020600890001,1,SELLER,SEAVER REALTY LLC
2025010200840006,2,BUYER,FANNIE MAE
2024121001043001,2,BUYER,NEW YORK STATE HOUSING FINANCE AGENCY
2024121001043001,1,SELLER,"29 FLATBUSH ASSOCIATES, LLC"
2025012400992011,1,SELLER,ALAFIA 2 OWNER LLC
2025012400992011,1,SELLER,RISEBORO ALAFIA 2 HOUSING DEVELOPMENT FUND CORPORA
2025012400992011,2,BUYER,NEW YORK STATE HOUSING FINANCE AGENCY
2025011700644001,1,SELLER,UDR LEONARD POINTE LLC
2025011700644001,2,BUYER,LEONARD POINTE LLC
2025010200845002,2,BUYER,440 KINGSLAND AVE LLC
2025010200845002,1,SELLER,EXXONMOBIL OIL CORPORATION
2025010200840010,1,SELLER,325 KENT LLC
2025010200840010,2,BUYER,FANNIE MAE
2025010200840006,1,SELLER,NEW YORK STATE HOUSING FINANCE AGENCY
2025010200840006,1,SELLER,325 KENT LLC
2024121000938003,2,BUYER,SFMP II GP LLC
2024121000938003,1,SELLER,"42ND AND 10TH HOTEL, LLC"
2024103000647008,1,SELLER,FLATIRON OWNER LLC
2024110500898004,1,SELLER,"165 EAST 66TH STREET (NY) RESIDENTIAL OWNER, LLC"
2024110500898004,2,BUYER,"165 EAST 66TH ST OWNER, L.L.C."
2024110500898004,1,SELLER,"165 EAST 66TH STREET (NY) GARAGE OWNER, LLC"
2024110100242006,2,BUYER,KM 35TH STREET US FINANCING US LP
2024110100242006,1,SELLER,26 EAST 35TH STREET LLC
2024103100823001,1,SELLER,MONTEFIORE MEDICAL CENTER
2024103100823001,2,BUYER,THE BANK OF NEW YORK MELLON
2024103000647008,2,BUYER,FLATIRON DEBT LENDER LLC
2024101000297001,1,SELLER,NYU HOSPITALS CENTER
2024101000297001,1,SELLER,NYU LANGONE HOSPITALS
2024101000297001,2,BUYER,THE BANK OF NEW YORK MELLON
2024073100470011,1,SELLER,ACI VI CLARKSON LLC
2024073100470011,2,BUYER,CSI GREENWAY 3.1 L.P.
2024062800535011,1,SELLER,1760 THIRD AVENUE HOUSING DEVELOPMENT FUND CORP
2024062800535011,2,BUYER,"THE CITY OF NEW YORK, ACTING BY AND THROUGH ITS DE"
2024072500475001,1,SELLER,PACE UNIVERSITY
2024072500475001,2,BUYER,DORMITORY AUTHORITY OF THE STATE OF NEW YORK
2024070500280001,2,BUYER,"730 SKY, LLC"
2024070500280001,1,SELLER,"730 FIFTH UPPER, LLC"
2024051500119003,1,SELLER,1441 OWNER LLC
2024061800154001,1,SELLER,SMITELL B LLC
2024061800154001,2,BUYER,WEALTHBRIDGE HOLDINGS NY LLC
2024053100836006,2,BUYER,"G4 18231, LLC"
2024053100836006,1,SELLER,PRESIDENT UNION LLC
2024051500119003,2,BUYER,VALLEY NATIONAL BANK
2024033000030012,1,SELLER,"IUV PHASE 1 LIHTC OWNER, LLC"
2024033000030012,1,SELLER,"IUV PHASE 1 OWNER, LLC"
2024033000030012,2,BUYER,NEW YORK STATE HOUSING FINANCE AGENCY
2024033000030012,1,SELLER,IUV PHASE 1A HOUSING DEVELOPMENT FUND CORPORATION
2026022400595008,2,BUYER,THE BANK OF NEW YORK MELLON
2026022400595008,1,SELLER,261 WALTON FACILITY LLC
2026030200423006,1,SELLER,STANLEY AVENUE PRESERVATION LLC
2026030200423006,1,SELLER,STANLEY AVENUE PRESERVATION HDFC
2026030200423006,2,BUYER,NEW YORK CITY HOUSING DEVELOPMENT CORPORATION
2026030900405001,2,BUYER,42-02 NB OWNER LLC
2026030900405001,1,SELLER,GOULD QUEENS PROPERTY LLC
2026032900010001,2,BUYER,1160 TELLER SNF REALTY LLC
2026032900010001,1,SELLER,DOJ LAND ASSOCIATES LLC
2026022400595008,2,BUYER,BUILD NYC RESOURCE CORPORATION
2026021700661001,1,SELLER,"DOWNSTATE AT LICH HOLDING COMPANY, INC."
2026021700661001,2,BUYER,97 AMITY L.L.C.
2025122800004059,2,BUYER,NEW YORK CITY HOUSING DEVELOPMENT CORPORATION
2025122800004059,1,SELLER,BAY VIEW PACT LLC
2026012700462001,2,BUYER,ATLAS VI HOUSTON LLC
2026012700462001,1,SELLER,"250 HOUSTON INVESTORS, LP"
2026012300850009,2,BUYER,"34-01 CP PROPCO, L.L.C."
2026012300850009,1,SELLER,"34-01 CP IX OWNER, L.L.C."
2026012200003002,1,SELLER,"2 RECTOR STREET (NY), LLC"
2026012200003002,2,BUYER,101 GREENWICH PROPERTY OWNER LLC
2026010900967003,2,BUYER,"SATURN PARKING, LLC"
2026010900967003,1,SELLER,BRE SKYVIEW PARKING OWNER LLC
2026010701032001,2,BUYER,"130 SECOND STREET OWNER, L.L.C."
2026010701032001,1,SELLER,THIRD AT THIRD LLC
2025122800004059,2,BUYER,FANNIE MAE
2025111000741003,1,SELLER,STATE PRESERVATION L.P.
2025122600501006,2,BUYER,"WELLS FARGO BANK, NATIONAL ASSOCIATION"
2025122600501006,1,SELLER,371 7TH AVENUE OWNER LLC
2025122600501006,1,SELLER,BG STEWART HOUSING DEVELOPMENT FUND CORPORATION
2025122400166009,1,SELLER,RIVER COMMONS HOUSING DEVELOPMENT FUND COMPANY INC
2025122400166009,1,SELLER,RIVER COMMONS OWNERS LLC
2025122400166009,2,BUYER,NEW YORK CITY HOUSING DEVELOPMENT CORPORATION
2025122400166009,1,SELLER,RIVER COMMONS LIHTC LLC
2025120800143001,1,SELLER,"BROOKLYN 4813 MP WRK7, LLC"
2025120800143001,2,BUYER,"CAPITAL ONE, NATIONAL ASSOCIATION"
2025111000741003,2,BUYER,GREYSTONE SERVICING COMPANY LLC
2025111000741003,1,SELLER,STATE PRESERVATION HOUSING DEVELOPMENT FUND CORP.
2025111700733009,1,SELLER,DOLP 205 PROPERTIES II LLC
2025111700733009,1,SELLER,DOLP 205 LEASEHOLD LLC
2025111700733009,2,BUYER,"CITIBANK, N.A."
2025103000408006,1,SELLER,1185 RIVER AVENUE OWNERS LLC
2025103000408006,1,SELLER,1185 RIVER AVENUE HOUSING DEVELOPMENT FUND CORP
2025103000408006,2,BUYER,NEW YORK STATE HOUSING FINANCE AGENCY
2025103000408006,1,SELLER,1185 RIVER AVENUE COMMERICAL BORROWER LLC
2025102300573005,2,BUYER,NORDIC TRUSTEE AS
2025102300573005,1,SELLER,"MM PROTON I, LLC"
2025112500526001,1,SELLER,"373-381- PAS ASSOCIATES, LLC"
2025112500526001,2,BUYER,PAS OWNER LLC
2025102400775003,1,SELLER,L & M 2180 LLC
2025102400775003,2,BUYER,NEW YORK STATE HOUSING FINANCE AGENCY
2025082900511001,2,BUYER,35TH & 9TH LLC
2025082900511001,1,SELLER,440 NINTH AVENUE OWNER LLC
2025073000419005,1,SELLER,PINE RE LLC
2025073000419005,2,BUYER,"DEUTSCHE BANK AG, NEW YORK BRANCH"
2025071600312001,1,SELLER,ECCLESIASTICAL ASSISTANCE CORPORATION
2025071800038008,2,BUYER,WSRECP (Q) US ORIGINATION SLP
2025071800038008,2,BUYER,"WEST STREET TFL CREDIT PARTNERS, SLP"
2025071800038008,2,BUYER,"WSRECP IV UNLEVERED US ORIGINATION, L.L.C."
2025071800038008,2,BUYER,"WSRECP IV EMPLOYEE JOINT US ORIGINATION, L.L.C."
2025071600312001,2,BUYER,X11 FIRST AVE LLC
2025071800038008,1,SELLER,CBCS WASHINGTON STREET LP
2025071800038008,2,BUYER,"WSRECP IV JOINT US ORIGINATION, L.L.C."
2025071800038008,2,BUYER,GLQC II DESIGNATED ACTIVITY COMPANY
2025053000867001,1,SELLER,EPIC LAFAYETTE LLC
2025053000867001,2,BUYER,"148 LAFAYETTE OWNER, L.L.C."
2025050201081012,1,SELLER,LA CENTRAL PHASE II HOUSING DEV. FUND CORP.
2025042900328007,1,SELLER,BERGEN ST EQUITY LLC
2025042900328007,2,BUYER,SCALE 280 BERGEN LENDER LLC
2025050201081008,1,SELLER,LA CENTRAL II OWNER LLC
2025050201081008,2,BUYER,NEW YORK CITY HOUSING DEVELOPMENT CORPORATION
2025050201081008,1,SELLER,LA CENTRAL PHASE II HOUSING DEV. FUND CORP.
2025050201081008,1,SELLER,LA CENTRAL II LIHTC OWNER LLC
2025050201081012,2,BUYER,NEW YORK CITY HOUSING DEVELOPMENT CORPORATION
2025050201081012,1,SELLER,LA CENTRAL II OWNER LLC
2025050201081012,1,SELLER,LA CENTRAL II LIHTC OWNER LLC
2025041100218011,2,BUYER,675 THIRD OWNER LLC
2025041100218011,1,SELLER,DOLP 675 PROPERTIES II LLC
2025031900650011,2,BUYER,S3 RE SUNSET PARK FUNDING LLC
2025031301021002,1,SELLER,"87TH ST. REALTY COMPANY II, L.L.C."
2025031301021002,2,BUYER,"501 EAST 87TH, LLC"
2025030700891001,2,BUYER,EAST 60TH TOWNHOUSES LLC
2025030700891001,1,SELLER,33-39 EAST 60TH STREET LLC
2025030300804001,1,SELLER,576-578 OTTO ROAD LLC
2025030300804001,1,SELLER,579 OTTO ROAD LLC
2025030300804001,2,BUYER,"WELLS FARGO BANK, NATIONAL ASSOCIATION"
2025031900650011,1,SELLER,TWRLR TOWER LLC
2024121900441001,2,BUYER,BLUSV II NY 222 MORGAN AVE LP
2024123100724001,1,SELLER,BRONX 173 LLC
2024123100724001,2,BUYER,EMPORIUM TPO LLC
2024121900441001,1,SELLER,"ROLLING FRITO-LAY SALES, LP"
2024121600347009,2,BUYER,LES ESSEX CROSSING HOLDINGS ACQUISITION LLC
2024121900441001,1,SELLER,"ROLLING FRITO-LAY SALES, LP"
2024121900441001,2,BUYER,BLUSV II NY 222 MORGAN AVE LP
2024121600347012,2,BUYER,LES ESSEX CROSSING HOLDINGS ACQUISITION LLC
2024121600347012,1,SELLER,SITE 4 DSA OWNER LLC
2024121600347009,1,SELLER,SITE 3 DSA COMMERCIAL LLC
2024112000750003,2,BUYER,430 ALBEE BK OWNER LLC
2024112600463001,1,SELLER,255 EAST 77TH STREET OWNER LLC
2024112600463001,2,BUYER,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
2024112000750003,1,SELLER,SPENCER ALBEE EQUITIES LLC
2024100200467052,2,BUYER,FEDERAL HOME LOAN MORTGAGE CORPORATION
2024101800418003,2,BUYER,GRAMERCY E 22ND OWNER LLC
2024101800418003,1,SELLER,"210-220 E. 22ND STREET SSGA OWNER, LLC"
2024100200467052,1,SELLER,MBD BBM HOUSING DEVELOPMENT FUND CORPORATION
2024100200467052,1,SELLER,BBM BRC LLC
2024100200467051,1,SELLER,BBM BRC LLC
2024100200467051,2,BUYER,NEW YORK CITY HOUSING DEVELOPMENT CORPORATION
2024100200467051,1,SELLER,MBD BBM HOUSING DEVELOPMENT FUND CORPORATION
2024072500841001,2,BUYER,100 WALL REALTY LLC
2024072500841001,1,SELLER,100 WALL INVESTMENTS LLC
2024070600012005,1,SELLER,SAMARITAN HIGHBRIDGE II L.P.
2024070600012005,2,BUYER,NEW YORK CITY HOUSING DEVELOPMENT CORPORATION
2024070600012005,1,SELLER,SDF HB PSH HOUSING DEVELOPMENT FUND CORPORATION
2024070200804002,2,BUYER,"ACREFI B-II, LLC"
2024070200804002,1,SELLER,WILLIAM VALE OWNER LLC
2024062700673007,1,SELLER,OCEAN WAY SENIOR HOUSING DEVELOPMENT FUND CORP.
2024062700673007,1,SELLER,LUNA GREEN LLC
2024062700673007,2,BUYER,NEW YORK STATE HOUSING FINANCE AGENCY
2024060600371002,1,SELLER,170 EAST 83RD STREET LLC
2024060600371002,2,BUYER,EAST 82 OWNER LLC
2024061700270007,2,BUYER,GOLDMAN SACHS BANK USA
2024061700270007,1,SELLER,THE MARK HOTEL OWNERS CORP.
2024061700270007,1,SELLER,MARK PROCO LLC
2024061700270007,1,SELLER,MARK OPCO LP
2024061700270007,1,SELLER,MARK COOP SPONSOR LP
2024061700270007,1,SELLER,MARK HOLDING LLC
2024061700270007,1,SELLER,MARK 2 RESTAURANT LLC
2024041000044004,1,SELLER,620W153AA LLC
2024041000044004,1,SELLER,620 W 153 REALTY LLC
2024041000044004,2,BUYER,BANK OF MONTREAL
2024041000044004,1,SELLER,ABS 153 LLC
2026031600932002,1,SELLER,THE ROMAN CATHOLIC CHURCH OF HOLY NAME
2026030401060001,2,BUYER,LANDESBANK HESSEN-THURINGEN GIROZENTRALE
2026030200174003,2,BUYER,BUILD NYC RESOURCE CORPORATION
2026030200174003,1,SELLER,"RIVERSPRING HEALTH SENIOR LIVING, INC."
2026031600932002,2,BUYER,RG 200 W 97TH OWNER LLC
2026030200174003,1,SELLER,RIVER'S EDGE
2026030200174003,2,BUYER,THE BANK OF NEW YORK MELLON
2026030401060001,1,SELLER,EAST 77 PROPERTY OWNER LLC
2026020400527001,2,BUYER,"DL RCF I LOAN HOLDINGS, LLC"
2026021900321001,2,BUYER,TERRENO WHITESTONE LLC
2026021900321001,1,SELLER,WF INDUSTRIAL X LLC
2026020400527001,2,BUYER,"DL RCF I LOAN HOLDINGS (EVERGREEN), LLC"
2026020400527001,1,SELLER,40 X OWNER LLC
2025123100662005,2,BUYER,THE BANK OF NEW YORK MELLON
2026012200003004,1,SELLER,101 GREENWICH PROPERTY OWNER LLC
2026012200003004,2,BUYER,ATHENE ANNUITY AND LIFE COMPANY
2026010500740011,1,SELLER,ARCHER TOWERS II HOUSING DEVELOPMENT FUND CORP
2026010500740011,1,SELLER,ARCHER TOWERS II OWNER LLC
2026010500740011,1,SELLER,ARCHER TOWERS II LIHTC OWNER LLC
2026010500740011,2,BUYER,NEW YORK CITY HOUSING DEVELOPMENT CORPORATION
2025123100662005,1,SELLER,"REN 4520 83RD STREET, LLC"
2025123100662005,2,BUYER,BUILD NYC RESOURCE CORPORATION
2025120900834005,2,BUYER,GREYSTONE FUNDING COMPANY LLC
2025121100136001,2,BUYER,"WELLS FARGO BANK, NATIONAL ASSOCIATION"
2025121100136001,1,SELLER,BK ACQUISITION THREE L.L.C.
2025120900834005,1,SELLER,BEAUTIFUL VILLAGE ASSOCIATES REDEVELOPMENT CO L.P.
2025101800026013,1,SELLER,ZETA CHARTER SCHOOLS - NEW YORK CITY
2025101800026013,2,BUYER,THE BANK OF NEW YORK MELLON
2025101800026013,2,BUYER,BUILD NYC RESOURCE CORPORATION
2025101800026013,1,SELLER,"ERE425, LLC"
2025101800026010,1,SELLER,"425 WESTCHESTER FEE OWNER, L.L.C."
2025101800026010,2,BUYER,"ERE425, LLC"
2025101401261007,1,SELLER,TCB BEACH CHANNEL DRIVE LIMITED PARTNERSHIP
2025101401233001,2,BUYER,HELP LOGAN FOUNTAIN HOUSING DEVELOPMENT FUND CORPO
2025100300202002,1,SELLER,NY 46 LLC
2025100300202002,2,BUYER,TSN 46TH LLC
2025092600286055,1,SELLER,MNPW PACT ML LLC
2025092600286055,2,BUYER,NEW YORK CITY HOUSING AUTHORITY
2025092600286055,1,SELLER,ACDC HOUSING DEVELOPMENT FUND CORPORATION
2025092600286052,1,SELLER,ACDC HOUSING DEVELOPMENT FUND CORPORATION
2025092600286052,2,BUYER,NEW YORK CITY HOUSING DEVELOPMENT CORPORATION
2025092600286052,1,SELLER,MNPW PACT ML LLC
2025101401261007,2,BUYER,CPC FUNDING SPE 1 LLC
2025101401261007,1,SELLER,RESTORED HOMES HOUSING DEVELOPMENT FUNDCORPORATION
2025101401233001,1,SELLER,JERICHO 265 LOGAN STREET HOUSING DEVELOPMENT FUND
2025090400392001,2,BUYER,U.S. BANK NATIONAL ASSOCIATION
2025090400392001,1,SELLER,545 SACKETT LLC
2025082100901001,1,SELLER,"NINE ORCHARD PARTNERS, LLC"
2025082100901001,2,BUYER,NINE ORCHARD OWNER LLC
2025070201150011,1,SELLER,RIDGE STREET ASSOCIATES LLC
2025070201150011,2,BUYER,NEW YORK CITY HOUSING DEVELOPMENT CORPORATION
2025070201150011,1,SELLER,RIDGE STREET HOUSING DEV. FUND CORP.
2025052200452003,1,SELLER,ICL 2886 ATLANTIC HOUSING DEVELOPMENT FUND CORP
2025052200452003,1,SELLER,2886 ATLANTIC AVE LLC
2025052200452003,2,BUYER,"UMB BANK, N.A."
2025050200454002,2,BUYER,835 6 HOTEL OWNER LLC
2025052700148001,1,SELLER,BP HOLDINGS GOLDENROD LLC
2025052700148001,2,BUYER,"BOSSERT PROPCO, LLC"
2025051600739001,2,BUYER,SP EAST 65 STREET OWNER LLC
2025050200454002,1,SELLER,835 6TH AVE MASTER LP
2025051600739001,1,SELLER,SP EAST 65 LLC
2025041300036011,2,BUYER,ALLIED WORLD ASSURANCE COMPANY (U.S.) INC.
2025041300036011,2,BUYER,UNITED STATES FIRE INSURANCE COMPANY
2025041300036011,2,BUYER,ALLIED WORLD NATIONAL ASSURANCE COMPANY
2025041300036011,2,BUYER,ALLIED WORLD SPECIALTY INSURANCE COMPANY
2025041300036011,2,BUYER,ALLIED WORLD INSURANCE COMPANY
2025041300036011,2,BUYER,THE NORTH RIVER INSURANCE COMPANY
2025041300036011,2,BUYER,KENNEDY-WILSON CAPITAL
2025041300036011,2,BUYER,ODYSSEY REINSURANCE COMPANY
2025041300036011,2,BUYER,ALLIED WORLD SURPLUS LINES INSURANCE COMPANY
2025041300036011,1,SELLER,THE MILANO RESIDENCES OWNER LLC
2025032500383006,1,SELLER,"IUV PHASE 1B OWNER, LLC"
2025032500383006,1,SELLER,IUV PHASE 1B HOUSING DEVELOPMENT FUND
2025032500383006,1,SELLER,"IUV PHASE 1B LIHTC OWNER, LLC"
2025032500383006,2,BUYER,NEW YORK CITY HOUSING DEVELOPMENT CORPORATION
2025020600890004,2,BUYER,NW 235 FEE LENDER LLC
2025020600890004,1,SELLER,235 FEE OWNER LLC
2025021101096002,2,BUYER,"WELLS FARGO BANK, NATIONAL ASSOCIATION"
2025021101096002,2,BUYER,"BANK OF AMERICA, N.A."
2025021101096002,1,SELLER,"200 PARK, L.P."
2025010900041001,2,BUYER,"TPG RE FINANCE 24, LTD."
2025010900041001,1,SELLER,BLUCV II NY 222 MORGAN AVE LP
2025010900041001,1,SELLER,BLUCV II NY 333 N HENRY STREET LLC
2024120300464004,2,BUYER,KENNEDY-WILSON CAPITAL
2024122000427003,2,BUYER,52 WILLIAM STREET PROPCO LLC
2024122000427003,1,SELLER,SCCQ DOWNTOWN LLC
2024121300467001,2,BUYER,"MSD RCOF PARTNERS XXX, LLC"
2024121300467001,1,SELLER,102-110 JOHN MAZAL LLC
2024120300888004,1,SELLER,YS 541 LEXINGTON OWNER LLC
2024120300888004,2,BUYER,FORTRESS CREDIT CORP.
2024120300464004,1,SELLER,180 E125 PROPCO LLC
2024110401068003,1,SELLER,292 MADISON NY LLC
2024112200341001,1,SELLER,"ASB L3 72-76 GREENE STREET, LLC"
2024112200341001,2,BUYER,SOHO RETAIL PORTFOLIO 72-76 GREENE STREET LLC
2024110500789001,1,SELLER,WHITNEY MUSEUM OF AMERICAN ART
2024110500789001,2,BUYER,"945 MADISON AVENUE, LLC"
2024110401068003,2,BUYER,292 MADISON INVESTOR LLC
2024093000833006,1,SELLER,270 NOSTRAND PROPCO LLC
2024100200898004,2,BUYER,MERCHANTS CAPITAL CORP
2024100200898004,1,SELLER,REMEEDER HOUSES OWNER LLC
2024093000833006,2,BUYER,VALLEY NATIONAL BANK
2024073000465001,1,SELLER,BG SACK WERN HOUSING DEVELOPMENT FUND CORPORATION
2024073000465001,2,BUYER,NEW YORK CITY HOUSING DEVELOPMENT CORPORATION
2024081600066013,2,BUYER,"STARWOOD PROPERTY MORTGAGE SUB-2, L.L.C."
2024081600066013,1,SELLER,"422 FULTON OWNER, L.L.C."
2024073000465001,1,SELLER,ABA SACK WERN LLC
2024070500073001,2,BUYER,"KK-RR FINCO, LLC"
2024070500073001,1,SELLER,NEW YORK CITY INDUSTRIAL DEVELOPMENT AGENCY
2024070500073001,1,SELLER,"509 W 34TH, L.L.C."
2024062700432002,1,SELLER,GOWANUS NEVINS NORTH LLC
2024062700432002,2,BUYER,NEVINS DEBT LENDER LLC
2024072500841002,1,SELLER,100 WALL REALTY LLC
2024072500841002,2,BUYER,NW 100 WALL LENDER LLC
2024071600859001,1,SELLER,SHERWOOD 48 ASSOCIATES
2024071600859001,2,BUYER,BANDO GENY 2 LLC
2024061300861004,1,SELLER,QPP LOT 4 LLC
2024062500968001,1,SELLER,"MAPLE C 250 CHURCH OWNER, LLC"
2024062500968001,2,BUYER,"FRANKLIN 2024 PROPCO, LLC"
